label,smile1,smile2
0,OB(O)c1ccc(-c2ccc(B(O)O)cc2)cc1,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
0,CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1
0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,N[C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(=O)O)C(=O)O
0,CCNC(=O)[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O,N=c1c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2ncn1C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
0,CNC[C@H](O)c1ccc(O)c(O)c1,S=c1[nH]c2ccccc2s1
0,CC[C@@H](C)O,CC#CCOc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(=O)NO)cc1
0,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c([NH3+])ncnc54)[C@H](O)[C@@H]3O)c2cc1C,C[C@H](O)CC(C)(C)O
1,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2
0,Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1
1,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1
0,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
1,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
0,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,CC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1
0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2[Si](C)(C)C(C)(C)C,N[C@@H](CSO)C(=O)O
1,CN(C)CCCN1c2ccccc2Sc2ccccc21,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1
1,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,CC(C)NCC(O)c1cc(O)cc(O)c1
0,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(O)=N[C@@H]4O,O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CCC(O)=NC[C@@H]1C[C@H]1c1cccc2c1CCO2
1,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O
1,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
1,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
0,Cc1ccc(-c2cccc(C(=O)N3CCCC(C)(C)C3)n2)cc1F,O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-]
0,CC(=O)N[C@@H](Cc1cccc(C(=O)O)c1)B(O)O,N=c1nc(O)c2c([nH]1)NC[C@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)C2
0,N[C@@H](CCC(O)=N[C@@H](CSCc1cccc2ccccc12)C(O)=NCC(=O)O)C(=O)O,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1
0,C[C@@H](N[C@@H](NCC(O)O)Nc1ccc(CN)cc1)c1ccccc1,N=C1N[C@@H]2[C@H](CCCCC(=O)O)SC[C@@H]2N1
0,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)COC2CCCC2)cc1,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21
0,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@@]21C,C=CCOc1ccc(CC(=O)O)cc1Cl
0,CCCn1c(C2CCN(C)CC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CC2)n1,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
1,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
0,CCOc1ccc(Cc2cc([C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)cc2C)cc1,CC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1
1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CCCCC1(CC)C(=O)NC(=O)NC1=O
1,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
1,CCC1=C(C)CN(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=N[C@H]3CC[C@H](C)CC3)cc2)C1=O,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
0,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)C[C@@H]1O,N[C@@H](Cc1ccccn1)c1ccccc1
1,CN[C@@H](C)Cc1ccccc1,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
0,Cc1cncc2cccc(S(=O)(=O)N3CCCNC[C@@H]3C)c12,COc1ccnc2[nH]cc(-c3ccnc(N)n3)c12
1,CCCN(CCC)CCc1cccc2c1CC(=O)N2,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
1,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
1,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
1,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
0,CC(C)(C)c1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,Cc1ccc(OCC[P@H](=O)[O-])cc1
1,Clc1ccccc1CN1CCc2sccc2C1,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
0,CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
0,COc1cc([C@H](C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-]
1,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
0,Oc1nc(Br)nc2[nH]cnc12,CN1CCc2nc(C(=O)N[C@@H]3CCCC[C@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1
0,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
0,Cc1cccc2c1C(=O)N(c1cc(-c3ccccc3)ccc1O)C2=O,C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO
0,CCCCCCCCCCOc1cc2c(=O)c(C(=O)OCC)c[nH]c2cc1OCC,CC(C)n1c(=O)c(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C[C@@H](O)CN(C)S(C)(=O)=O)cc2ccccc21
0,COc1cc(/C=C/C(=O)SCCN=C(O)CCN=C(O)C2(O)[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3OP(=O)(O)O)C2(C)C)cc(OC)c1O,O=C[C@H](O)[C@@H](O)[C@H](O)CO
1,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
0,CNCC12CCC(c3ccccc31)c1ccccc12,COC(=O)c1cccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1
1,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,NC(N)=NCc1cccc(I)c1
1,Clc1ccc2nsnc2c1NC1=NCCN1,O=C(O)CCCc1ccccc1
0,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,N[C@@H](CCCC=O)C(=O)O
1,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
0,O=S(=O)(O)Oc1c[nH]c2ccccc12,O=C(O)[C@@H]1C[C@@H](O)CN1
0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,N[C@@H](CCC(O)=N[C@@H](CS[C@@H](O)N(O)c1ccc(I)cc1)C(O)=NCC(=O)O)C(=O)O
0,CC1(C)CCC(C)(C)c2cc([C@H](O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1
0,CC(C)(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
1,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
0,[Cu]12S34[Cu]5[Cu]13[Cu]254,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
0,O=[P@@]1(N(CCCl)CCCl)N[C@@H](SCCS(=O)(=O)O)CCO1,CCCCn1c(Cc2ccc(OC)cc2)nc2c(N)ncnc21
0,C[N+](CO)(CO)CO,O=C(O)/C=C/c1ccc(O)cc1
0,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1ccccn1,CCN(CC)C(=O)Cc1cccc(NS(=O)(=O)c2cccc(Cl)c2C)n1
0,S1SSSSSSS1,Nc1cc(N)c2c(=O)[nH][nH]c(=O)c2c1
0,OCc1cccnc1,CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(=O)NC(=N)N)cc1
0,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,Cc1cc(=O)oc2ccccc12
1,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
1,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1
0,CCCC[C@@H](C(=O)O)N1CCN[C@H](Cc2ccccc2)C1=O,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl
1,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,COC(=O)C[C@H](NC(=O)OC(C)(C)C)C(C)=O
0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,OC1=Nc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2OC1
1,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
1,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
0,CCOc1ccccc1C(=N)O,C#CC(O)(C=CCl)CC
1,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
0,O=C(O)CCC1CCCCC1,C[C@@H](O)Cn1cnc2c(N)ncnc21
1,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1
0,N=C(N)NCC(=O)O,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](S[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)C2O)cc1
0,Nc1ccc(O)cc1,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1
0,c1nc(N2CCOCC2)c2nc[nH]c2n1,CCN(CC)C(=O)c1c(NC(=O)c2cccs2)sc2c1C[C@H](C)CC2
0,[Ag],Cc1ccc(C)c(N)c1
0,N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C\CN=C(O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12
0,COc1ccc(CCC(=O)O)cc1OC,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1
0,O=C(/C=C(\O)c1nn[nH]n1)c1c[nH]c2ccc(Cl)cc12,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(O)=NO)cc1
0,C=Cc1ccc(O)c(OC)c1,N[C@@H](CSCC(=O)O)C(=O)O
0,NC(=O)NCc1cccc(-c2cccc(-c3cc4cnccc4[nH]3)c2O)c1,[Cu]
0,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,O=C(c1ccncc1)c1ccc(F)cc1
1,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
0,Cc1cc(CCCOc2c(C)cc(-c3nnn(C)n3)cc2C)on1,C/C(O)=C(\C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(Cl)c1
0,CC(C)(c1ccccc1)c1ccc(O)cc1,O.O.O.O.[98Tc-]
1,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,[Li+]
0,O=C([O-])[O-].O=C([O-])[O-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Zn+2].[Zn+2].[Zn+2].[Zn+2].[Zn+2],CC(=O)N(C)[C@H]1CC[C@H]([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1
1,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2
1,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
0,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-3]753(O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,CC12CCC(CC1=O)C2(C)C
1,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
0,CCCCCCCCOCCOCCOCCOCCO,COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1
0,N=C(N)c1ccc2nc(C(=O)c3nc4cc(C(=[NH2+])[NH3+])ccc4[nH]3)[nH]c2c1,C[C@H](C1=c2cc(O)ccc2=NC1=O)c1ccc[nH]1
0,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,NC(=[NH2+])c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1
1,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
1,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1
1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,NNCCc1ccccc1
1,COC(=O)C(c1ccccc1)C1CCCCN1,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
1,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
1,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,NCCCNCCSP(=O)(O)O
1,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
0,CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,COc1ccc(/C(C)=N/OC(N)=O)cc1OC1CCCC1
1,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
1,COC(=O)C(c1ccccc1)C1CCCCN1,[Al+3].[OH-].[OH-].[OH-]
0,C[NH+](C)CCNC(=O)c1cccc2c(N)c3cccc(Br)c3[nH+]c12,CCOC(=O)[C@H](CCc1ccccc1)CC1(C(=O)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1
0,NC(=O)c1cccc(Cn2c3c(c4cccc(C(=O)O)c42)CCCCC3)c1,O=C1NC(=O)/C(=C/c2ccc3c(c2)OC(F)(F)O3)S1
0,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1
0,CCC/C(C)=C/C=C(\C)C(=O)C1C(=O)C=C([C@H](C)CCC/C=N/C(=O)OC)OC1=O,CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O
1,Clc1ccc2nsnc2c1NC1=NCCN1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1
1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
1,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
1,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
0,CCC[C@@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(OC(C)=O)ccc5c4[C@@]12CCN(C)[C@@H]3C5,COc1cc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2cc1OC
1,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
0,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,OC[C@@H](O)CN1CCN(c2ccccc2)CC1
0,O=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])O)[C@@H](O)[C@H]2O)c1,CO[C@@H]1O[C@@H]2CO[C@@](C)(C(=O)O)O[C@@H]2[C@H](O)[C@H]1O
0,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,COc1ccc(S(=O)(=O)N(CC(=O)NO)CC(C)C)cc1
1,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
0,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@@H]1C[C@H](C(=O)OOC)[C@]5(C)O1)CNC3=O
1,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O
1,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
